id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15
905;10805;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
906;10806;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
907;10807;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
908;10808;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
909;10809;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
910;10810;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
911;10811;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
912;10812;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
913;10813;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
914;10814;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
915;10815;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
916;10816;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
917;10817;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
918;10818;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
919;10819;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
920;10820;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
921;10821;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
922;10822;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
923;10823;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
924;10824;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
925;10825;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
926;10826;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
927;10827;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
928;10828;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
929;10829;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
930;10830;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
931;10831;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
932;10832;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
933;10833;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
934;10834;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
935;10835;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
936;10836;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
937;10837;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
938;10838;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
939;10839;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
940;10840;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
941;10841;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
942;10842;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
943;10843;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
944;10844;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
945;10845;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
946;10846;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
947;10847;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
948;10848;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
949;10849;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
950;10850;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
951;10851;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
952;10852;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
953;10853;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
954;10854;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
955;10855;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
956;10856;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
957;10857;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
958;10858;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
959;10859;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
960;10860;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
961;10861;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
962;10862;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
963;10863;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
964;10864;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
965;10865;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
966;10866;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
967;10867;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
968;10868;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
969;10869;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
970;10870;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
971;10871;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
972;10872;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
973;10873;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
974;10874;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
975;10875;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
976;10876;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
977;10877;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
978;10878;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
979;10879;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
980;10880;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
981;10881;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
982;10882;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
983;10883;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
984;10884;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
985;10885;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
986;10886;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
987;10887;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
988;10888;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
989;10889;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
990;10890;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
991;10891;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
992;10892;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
993;10893;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
994;10894;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
995;10895;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
996;10896;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
997;10897;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
998;10898;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
999;10899;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1000;10900;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1001;10901;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1002;10902;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1003;10903;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1004;10904;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1005;10905;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1006;10906;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1007;10907;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1008;10908;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1009;10909;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1010;10910;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1011;10911;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1012;10912;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1013;10913;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1014;10914;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1015;10915;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1016;10916;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1017;10917;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1018;10918;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1019;10919;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1020;10920;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1021;10921;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1022;10922;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1023;10923;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1024;10924;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1025;10925;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1026;10926;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1027;10927;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1028;10928;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1029;10929;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1030;10930;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1031;10931;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1032;10932;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1033;10933;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1034;10934;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1035;10935;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1036;10936;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1037;10937;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1038;10938;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1039;10939;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1040;10940;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1041;10941;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1042;10942;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1043;10943;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1044;10944;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1045;10945;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1046;10946;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1047;10947;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1048;10948;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1049;10949;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1050;10950;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1051;10951;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1052;10952;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1053;10953;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1054;10954;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1055;10955;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1056;10956;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1057;10957;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1058;10958;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1059;10959;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1060;10960;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1061;10961;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1062;10962;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1063;10963;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1064;10964;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1065;10965;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1066;10966;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1067;10967;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1068;10968;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1069;10969;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1070;10970;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1071;10971;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1072;10972;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1073;10973;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1074;10974;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
